Quantity,Price,Rate,Holiday,customer_age,customer_birthdate,customer_gender,Customer_Type,customer_City,City_Population,City_Density(people/km2),employee_age,employee_BirthDate,employee_months_working,employee_HireDate,RoleDesc,WH,EmpType,Branch_Name,Branch_Location,PaymentMethod,DEPARTMENT,orderDate_quarter,OrderedDate,promotionDate_quarter,PromotionDate,PromotionType
90,95.4,1.4,1,58,19/02/1964,Female,Member,West,249100,71.3,35,07/07/1987,2,12/05/2022,Cashier,6h,Fixed term,C,East,Ewallet,Women,1,24/02/2021 00:00,1,10/02/2021 00:00,No Promotion
124,855.2,3.1,1,70,08/05/1952,Male,Member,East,300300,11.3,37,27/02/1985,10,17/09/2021,Cashier,12h,Full-time,B,North,Credit card,Young Adult,4,25/11/2021 00:00,4,18/11/2021 00:00,Online Promotion
15,52,2,0,53,05/12/1968,Male,Normal,South,121400,3.7,18,17/12/2003,4,15/03/2022,Cashier,12h,Fixed term,E,South,Ewallet,Beauty,1,20/01/2022 00:00,4,02/12/2021 00:00,Giveaways
71,945.6,9.6,1,52,03/12/1969,Male,Member,East,951800,199.9,22,11/04/2000,0,12/07/2021,Cashier,6h,Part-time,C,East,Credit card,Women,1,28/01/2022 00:00,4,03/12/2021 00:00,Giveaways
51,174.4,7.4,0,60,16/06/1962,Male,Normal,West,159700,170,36,20/12/1985,11,10/08/2021,Cashier,12h,Shiftworkers,A,East,Ewallet,Beauty,4,19/11/2021 00:00,4,12/11/2021 00:00,No Promotion
3,113.1,1.3,1,57,07/04/1965,Female,Normal,North,146900,350.1,29,25/07/1993,0,14/07/2021,Cashier,12h,Fixed term,B,North,Ewallet,Activewear,3,08/08/2021 00:00,3,04/07/2021 00:00,Giveaways
43,685.8,7.1,0,70,03/04/1952,Female,Normal,West,89400,40.5,37,08/10/1984,2,27/05/2021,Cashier,6h,Full-time,D,West,Credit card,Gifts,2,08/05/2021 00:00,2,10/04/2021 00:00,Sales Promotion
75,108.6,3.2,0,53,25/09/1968,Female,Member,East,951800,199.9,34,30/06/1988,9,19/10/2021,Cashier,6h,Fixed term,C,East,Credit card,Women,1,01/03/2021 00:00,1,18/01/2021 00:00,Free Gift with Purchase
25,416.5,4.9,1,59,19/01/1963,Male,Normal,North,1137100,723.4,20,02/08/2002,11,01/09/2021,Cashier,6h,Shiftworkers,B,North,Credit card,Beauty,3,05/09/2021 00:00,3,29/08/2021 00:00,Sales Promotion
171,739.3,6.9,1,70,12/05/1952,Female,Normal,West,159700,170,22,11/05/2000,7,03/01/2021,Cashier,6h,Fixed term,B,North,Credit card,Women,4,24/10/2021 00:00,4,03/10/2021 00:00,Discount Promotions
67,969.9,7.8,0,60,17/11/1961,Male,Normal,North,146900,350.1,27,26/07/1995,1,20/06/2021,Cashier,6h,Shiftworkers,B,North,Cash,Kids,1,02/03/2021 00:00,1,12/01/2021 00:00,Free Gift with Purchase
75,3.6,6.8,1,54,19/07/1968,Female,Member,North,191700,467.8,20,08/05/2002,5,06/03/2022,Cashier,12h,Full-time,D,West,Ewallet,Men,4,14/10/2021 00:00,3,09/09/2021 00:00,Tiered Promotions
39,678.3,3.1,1,53,07/11/1968,Male,Normal,North,146900,350.1,24,23/01/1998,8,30/11/2021,Cashier,6h,Part-time,A,East,Ewallet,Home,3,16/07/2021 00:00,3,02/07/2021 00:00,No Promotion
103,404.9,8,0,72,18/06/1950,Female,Member,East,300300,11.3,36,28/03/1986,4,31/03/2021,Cashier,12h,Full-time,D,West,Ewallet,Kids,2,31/05/2021 00:00,2,05/04/2021 00:00,Online Promotion
85,512.2,9.7,1,53,07/05/1969,Female,Normal,North,146900,350.1,20,01/02/2002,10,09/09/2021,Cashier,12h,Shiftworkers,A,East,Ewallet,Gifts,4,04/12/2021 00:00,4,06/11/2021 00:00,Free Gift with Purchase
27,717.7,8.3,1,55,14/01/1967,Female,Normal,East,951800,199.9,33,29/11/1988,5,15/02/2022,Cashier,6h,Part-time,B,North,Cash,Kids,4,30/12/2021 00:00,4,18/11/2021 00:00,No Promotion
49,32.3,4.4,1,71,16/08/1950,Female,Normal,West,428000,382,19,17/08/2002,2,30/05/2021,Cashier,6h,Full-time,A,East,Credit card,Kids,2,30/06/2021 00:00,2,26/05/2021 00:00,Giveaways
135,347.1,6.6,1,62,09/11/1959,Male,Normal,West,159700,170,33,18/09/1988,2,15/05/2022,Cashier,6h,Part-time,C,East,Credit card,Kids,4,26/12/2021 00:00,4,21/11/2021 00:00,Sales Promotion
79,101.8,4.2,0,61,27/09/1960,Female,Normal,West,159700,170,36,28/03/1986,4,31/03/2021,Cashier,12h,Full-time,D,West,Cash,Sale,2,22/06/2021 00:00,2,08/06/2021 00:00,Free Gift with Purchase
4,626.6,6.1,0,63,04/11/1958,Male,Member,South,139200,20.2,35,12/11/1986,5,22/02/2021,Cashier,12h,Fixed term,B,North,Cash,Kids,1,13/02/2021 00:00,1,16/01/2021 00:00,No Promotion
21,194.8,1.6,0,67,12/05/1955,Male,Normal,North,146900,350.1,21,22/11/2000,3,04/05/2022,Cashier,12h,Full-time,D,West,Ewallet,Women,4,06/10/2021 00:00,3,15/09/2021 00:00,Online Promotion
65,799.3,2.8,1,60,22/12/1961,Female,Member,West,428000,382,25,25/11/1996,9,08/11/2021,Cashier,12h,Fixed term,A,East,Cash,Home,4,09/10/2021 00:00,3,14/08/2021 00:00,No Promotion
11,993.2,6.3,0,66,15/01/1956,Female,Member,North,146900,350.1,31,07/05/1991,4,17/03/2021,Cashier,6h,Fixed term,E,South,Cash,Gifts,2,26/06/2021 00:00,2,29/05/2021 00:00,Online Promotion
14,269.3,9.9,1,71,28/12/1950,Male,Normal,South,121400,3.7,37,10/04/1985,5,18/02/2021,Cashier,6h,Full-time,C,East,Ewallet,Men,4,29/12/2021 00:00,4,01/12/2021 00:00,Free Gift with Purchase
76,547.9,8,1,56,12/06/1966,Male,Normal,East,951800,199.9,35,12/11/1986,5,22/02/2021,Cashier,12h,Fixed term,B,North,Ewallet,Men,1,08/03/2021 00:00,1,01/02/2021 00:00,Sales Promotion
3,989.7,4,1,56,18/01/1966,Female,Member,South,139200,20.2,37,21/12/1984,10,19/09/2021,Cashier,12h,Full-time,E,South,Ewallet,Beauty,1,28/03/2021 00:00,1,14/02/2021 00:00,Free Gift with Purchase
78,907.7,3.2,1,60,26/01/1962,Male,Normal,East,951800,199.9,37,10/04/1985,5,18/02/2021,Cashier,6h,Full-time,C,East,Credit card,Home,1,30/03/2021 00:00,1,16/03/2021 00:00,Free Gift with Purchase
2,609.9,6.9,0,61,06/09/1960,Male,Normal,North,191700,467.8,27,25/02/1995,4,20/03/2022,Cashier,12h,Part-time,C,East,Cash,Young Adult,2,17/06/2021 00:00,2,10/06/2021 00:00,Giveaways
75,992.3,6.1,0,59,06/05/1963,Female,Member,North,191700,467.8,21,09/08/2000,5,20/02/2021,Cashier,12h,Part-time,B,North,Credit card,Designer,2,19/05/2021 00:00,1,31/03/2021 00:00,Online Promotion
171,435.5,3.5,1,53,05/01/1969,Female,Member,East,2473400,326.3,33,18/09/1988,2,15/05/2022,Cashier,6h,Part-time,C,East,Ewallet,Activewear,4,07/11/2021 00:00,4,03/10/2021 00:00,Free Gift with Purchase
20,832.4,3.5,0,61,12/10/1960,Female,Member,North,191700,467.8,39,13/03/1983,3,23/04/2021,Cashier,6h,Shiftworkers,C,East,Credit card,Home,4,09/10/2021 00:00,3,11/09/2021 00:00,Tiered Promotions
84,52.4,1.7,1,59,15/09/1962,Male,Normal,East,951800,199.9,38,18/01/1984,2,05/06/2021,Cashier,12h,Shiftworkers,E,South,Cash,Kids,1,02/02/2021 00:00,1,19/01/2021 00:00,Tiered Promotions
76,886.1,3.1,0,56,03/12/1965,Female,Normal,North,1137100,723.4,20,06/07/2002,11,25/08/2021,Cashier,6h,Part-time,E,South,Cash,Men,3,15/09/2021 00:00,3,08/09/2021 00:00,Sales Promotion
30,296.7,6.4,1,58,31/12/1963,Male,Normal,West,249100,71.3,32,09/10/1989,0,19/07/2021,Cashier,6h,Shiftworkers,C,East,Credit card,Activewear,4,14/12/2021 00:00,4,30/11/2021 00:00,No Promotion
72,591.4,3.6,1,70,21/09/1951,Male,Normal,North,146900,350.1,36,13/03/1986,0,18/07/2021,Cashier,6h,Part-time,D,West,Credit card,Home,2,10/05/2021 00:00,2,05/04/2021 00:00,Free Gift with Purchase
81,504,7.2,0,53,09/10/1968,Male,Member,South,139200,20.2,38,18/05/1984,3,02/05/2021,Cashier,6h,Fixed term,E,South,Credit card,Women,2,24/04/2021 00:00,2,17/04/2021 00:00,Giveaways
108,461.7,3.1,0,68,28/10/1953,Male,Member,West,428000,382,37,27/02/1985,10,17/09/2021,Cashier,12h,Full-time,B,North,Ewallet,Young Adult,1,28/03/2021 00:00,1,21/02/2021 00:00,Tiered Promotions
110,226.3,6.9,1,56,14/07/1966,Male,Normal,West,249100,71.3,29,06/06/1993,11,04/09/2021,Cashier,6h,Part-time,B,North,Ewallet,Gifts,2,14/04/2021 00:00,1,10/03/2021 00:00,Online Promotion
66,671.6,2.4,1,59,23/02/1963,Female,Member,East,300300,11.3,34,09/03/1988,3,04/05/2021,Cashier,6h,Shiftworkers,B,North,Cash,Young Adult,4,01/10/2021 00:00,3,03/09/2021 00:00,Giveaways
78,436.5,4,0,52,26/10/1969,Female,Normal,South,139200,20.2,38,15/04/1984,1,16/06/2021,Cashier,6h,Fixed term,C,East,Cash,Women,1,05/03/2021 00:00,1,26/02/2021 00:00,Giveaways
150,117.4,5.6,1,59,28/01/1963,Female,Normal,East,300300,11.3,33,25/01/1989,0,02/08/2021,Cashier,6h,Fixed term,E,South,Cash,Kids,4,30/12/2021 00:00,4,16/12/2021 00:00,Sales Promotion
62,19.4,5,1,65,03/10/1956,Male,Member,West,249100,71.3,37,25/03/1985,9,29/10/2021,Cashier,6h,Part-time,B,North,Ewallet,Sale,2,09/06/2021 00:00,2,26/05/2021 00:00,No Promotion
41,638.4,1.5,0,54,10/09/1967,Female,Member,East,2473400,326.3,32,01/03/1990,6,28/01/2022,Cashier,12h,Shiftworkers,B,North,Cash,Beauty,2,11/05/2021 00:00,1,30/03/2021 00:00,No Promotion
98,664.8,3.7,0,60,25/10/1961,Female,Member,East,951800,199.9,38,08/05/1984,5,22/02/2021,Cashier,6h,Shiftworkers,D,West,Cash,Women,4,08/10/2021 00:00,3,17/09/2021 00:00,Online Promotion
65,295.9,6.2,1,55,08/12/1966,Female,Normal,West,428000,382,32,19/10/1989,0,23/07/2021,Cashier,12h,Shiftworkers,C,East,Ewallet,Young Adult,4,09/10/2021 00:00,4,02/10/2021 00:00,Tiered Promotions
78,709.2,3.4,0,71,15/08/1950,Female,Normal,West,428000,382,31,16/02/1991,6,01/02/2022,Cashier,6h,Shiftworkers,A,East,Cash,Activewear,3,30/07/2021 00:00,3,16/07/2021 00:00,No Promotion
123,177,9.3,0,55,07/10/1966,Male,Member,West,89400,40.5,38,18/01/1984,2,05/06/2021,Cashier,12h,Shiftworkers,E,South,Ewallet,Kids,4,12/11/2021 00:00,4,29/10/2021 00:00,Sales Promotion
58,450.9,1.9,0,52,20/10/1969,Male,Normal,East,2473400,326.3,26,20/06/1996,10,27/09/2021,Cashier,12h,Part-time,D,West,Credit card,Women,3,26/08/2021 00:00,3,01/07/2021 00:00,Giveaways
25,921.5,1.2,1,57,17/08/1964,Female,Member,East,951800,199.9,38,14/06/1984,3,29/04/2022,Cashier,6h,Part-time,A,East,Cash,Beauty,2,22/06/2021 00:00,2,08/06/2021 00:00,No Promotion
105,704.4,6.6,0,63,04/12/1958,Female,Member,West,89400,40.5,22,26/06/2000,6,22/01/2022,Cashier,12h,Shiftworkers,C,East,Cash,Young Adult,2,07/04/2021 00:00,1,10/02/2021 00:00,Online Promotion
60,923.9,1.2,0,71,13/04/1951,Female,Member,North,146900,350.1,37,21/12/1984,10,19/09/2021,Cashier,12h,Full-time,E,South,Ewallet,Kids,1,14/02/2021 00:00,1,03/01/2021 00:00,Tiered Promotions
61,361.1,7.8,0,65,01/11/1956,Male,Member,West,89400,40.5,32,15/06/1990,4,08/04/2022,Cashier,12h,Full-time,D,West,Ewallet,Women,1,05/01/2022 00:00,4,15/12/2021 00:00,Tiered Promotions
64,26.3,5,1,70,28/08/1951,Female,Normal,South,139200,20.2,19,27/05/2003,6,09/01/2021,Cashier,12h,Fixed term,A,East,Cash,Activewear,4,12/11/2021 00:00,4,15/10/2021 00:00,Discount Promotions
41,405.1,4.7,0,72,20/04/1950,Male,Member,East,2473400,326.3,37,10/04/1985,5,18/02/2021,Cashier,6h,Full-time,C,East,Ewallet,Young Adult,1,19/01/2022 00:00,4,24/11/2021 00:00,Giveaways
39,467.6,6.4,0,64,09/12/1957,Male,Member,South,121400,3.7,32,05/11/1989,0,30/07/2021,Cashier,6h,Full-time,C,East,Ewallet,Beauty,2,17/06/2021 00:00,2,10/06/2021 00:00,Online Promotion
82,125.9,3.4,0,65,11/01/1957,Female,Normal,North,1137100,723.4,21,18/12/2000,0,28/07/2021,Cashier,12h,Shiftworkers,A,East,Ewallet,Kids,2,27/05/2021 00:00,2,08/04/2021 00:00,No Promotion
14,526.7,7,1,62,23/09/1959,Female,Normal,East,300300,11.3,32,04/01/1990,10,01/10/2021,Cashier,6h,Fixed term,A,East,Ewallet,Activewear,2,15/05/2021 00:00,2,17/04/2021 00:00,Free Gift with Purchase
32,802.2,5.4,1,64,17/10/1957,Female,Normal,West,428000,382,27,26/07/1995,1,20/06/2021,Cashier,6h,Shiftworkers,B,North,Cash,Kids,3,10/09/2021 00:00,3,16/07/2021 00:00,Online Promotion
39,489.2,9.6,0,53,04/12/1968,Male,Normal,South,121400,3.7,37,17/05/1985,1,04/07/2021,Cashier,12h,Full-time,D,West,Cash,Kids,3,11/09/2021 00:00,3,24/07/2021 00:00,Online Promotion
42,818.1,3.9,1,55,18/09/1966,Male,Member,West,159700,170,20,25/05/2002,3,02/05/2021,Cashier,6h,Full-time,A,East,Credit card,Designer,4,20/10/2021 00:00,3,15/09/2021 00:00,Sales Promotion
78,364.4,5.4,0,60,01/12/1961,Male,Member,West,249100,71.3,33,18/12/1988,2,22/05/2021,Cashier,6h,Fixed term,E,South,Cash,Women,3,01/07/2021 00:00,2,06/05/2021 00:00,Sales Promotion
14,602.2,4.1,0,62,23/03/1960,Female,Member,West,428000,382,21,03/10/2000,10,12/09/2021,Cashier,12h,Fixed term,D,West,Ewallet,Young Adult,4,15/11/2021 00:00,4,11/10/2021 00:00,Tiered Promotions
29,794.4,5.3,1,60,20/09/1961,Male,Normal,South,121400,3.7,38,08/05/1984,5,22/02/2021,Cashier,6h,Shiftworkers,D,West,Cash,Young Adult,2,27/04/2021 00:00,1,09/03/2021 00:00,Discount Promotions
37,191.5,9.7,1,72,07/03/1950,Female,Normal,West,89400,40.5,29,27/09/1992,9,13/10/2021,Cashier,12h,Full-time,C,East,Ewallet,Kids,4,30/12/2021 00:00,4,11/11/2021 00:00,No Promotion
34,102.7,5.3,0,72,20/01/1950,Male,Normal,East,2473400,326.3,33,18/12/1988,2,22/05/2021,Cashier,6h,Fixed term,E,South,Cash,Home,4,04/11/2021 00:00,3,09/09/2021 00:00,Sales Promotion
1,677.5,9.1,0,60,09/11/1961,Female,Normal,South,121400,3.7,36,13/03/1986,0,18/07/2021,Cashier,6h,Part-time,D,West,Credit card,Young Adult,1,30/03/2021 00:00,1,23/02/2021 00:00,Sales Promotion
62,104.1,6.1,0,70,10/10/1951,Male,Normal,South,121400,3.7,36,05/03/1986,2,09/05/2022,Cashier,12h,Fixed term,B,North,Ewallet,Kids,2,07/04/2021 00:00,1,10/03/2021 00:00,No Promotion
145,281.7,8.3,0,64,15/04/1958,Male,Normal,North,1137100,723.4,19,19/08/2002,8,22/11/2021,Cashier,12h,Full-time,D,West,Credit card,Home,2,26/05/2021 00:00,2,05/05/2021 00:00,Tiered Promotions
145,781,4.5,1,54,28/02/1968,Female,Normal,East,2473400,326.3,22,22/02/2000,4,17/03/2021,Cashier,6h,Fixed term,A,East,Credit card,Beauty,2,20/04/2021 00:00,1,23/02/2021 00:00,Online Promotion
20,66.2,3.1,1,68,06/08/1954,Male,Member,South,139200,20.2,29,24/01/1993,5,15/02/2021,Cashier,12h,Full-time,D,West,Ewallet,Men,4,30/11/2021 00:00,4,02/11/2021 00:00,No Promotion
90,931.8,3.5,1,62,05/01/1960,Male,Member,North,146900,350.1,38,18/01/1984,2,05/06/2021,Cashier,12h,Shiftworkers,E,South,Cash,Designer,3,07/07/2021 00:00,2,12/05/2021 00:00,Online Promotion
4,222,7.8,0,57,13/05/1965,Female,Member,North,146900,350.1,20,03/05/2002,11,31/08/2021,Cashier,6h,Shiftworkers,B,North,Ewallet,Women,1,30/01/2022 00:00,4,26/12/2021 00:00,Giveaways
93,765.9,1.2,1,67,03/07/1955,Male,Member,South,139200,20.2,37,10/04/1985,5,18/02/2021,Cashier,6h,Full-time,C,East,Cash,Activewear,2,04/05/2021 00:00,2,06/04/2021 00:00,Online Promotion
59,536.9,4.1,1,71,27/04/1951,Female,Member,East,951800,199.9,27,26/07/1995,1,20/06/2021,Cashier,6h,Shiftworkers,B,North,Cash,Home,1,04/01/2022 00:00,4,14/12/2021 00:00,No Promotion
13,515,2.9,1,68,10/07/1954,Female,Member,West,159700,170,29,25/07/1993,0,14/07/2021,Cashier,12h,Fixed term,B,North,Cash,Gifts,2,26/04/2021 00:00,2,19/04/2021 00:00,Free Gift with Purchase
60,584.1,2.4,0,62,02/01/1960,Male,Member,North,146900,350.1,32,01/03/1990,6,28/01/2022,Cashier,12h,Shiftworkers,B,North,Credit card,Women,2,14/06/2021 00:00,2,17/05/2021 00:00,Giveaways
64,179.6,2.9,0,55,05/11/1966,Male,Member,North,191700,467.8,20,01/02/2002,10,09/09/2021,Cashier,12h,Shiftworkers,A,East,Ewallet,Young Adult,3,24/08/2021 00:00,3,17/08/2021 00:00,Giveaways
27,961,9.8,1,58,14/12/1963,Female,Member,East,2473400,326.3,33,30/09/1988,10,09/09/2021,Cashier,6h,Full-time,E,South,Ewallet,Men,2,08/05/2021 00:00,1,27/03/2021 00:00,Giveaways
21,709.9,9.6,1,54,05/08/1968,Male,Normal,West,249100,71.3,31,07/05/1991,4,17/03/2021,Cashier,6h,Fixed term,E,South,Credit card,Designer,2,04/05/2021 00:00,1,30/03/2021 00:00,Giveaways
140,468.8,3.1,0,70,02/10/1951,Male,Normal,East,300300,11.3,38,21/09/1983,7,10/12/2021,Cashier,6h,Full-time,C,East,Ewallet,Women,4,18/10/2021 00:00,3,13/09/2021 00:00,Giveaways
25,127.9,5.1,0,69,10/12/1952,Male,Member,West,428000,382,39,13/03/1983,3,23/04/2021,Cashier,6h,Shiftworkers,C,East,Cash,Beauty,4,14/12/2021 00:00,4,16/11/2021 00:00,Tiered Promotions
58,412.7,7,1,56,18/08/1965,Female,Member,West,159700,170,22,11/04/2000,0,12/07/2021,Cashier,6h,Part-time,C,East,Credit card,Gifts,4,20/12/2021 00:00,4,08/11/2021 00:00,No Promotion
160,899.8,7.9,0,56,11/07/1966,Female,Normal,North,191700,467.8,31,01/03/1991,10,20/09/2021,Cashier,6h,Full-time,B,North,Ewallet,Activewear,2,29/06/2021 00:00,2,18/05/2021 00:00,Online Promotion
58,278.5,4.9,0,52,09/12/1969,Male,Normal,West,428000,382,36,13/03/1986,0,18/07/2021,Cashier,6h,Part-time,D,West,Cash,Young Adult,3,12/08/2021 00:00,3,08/07/2021 00:00,Discount Promotions
63,357.4,4.7,1,61,20/10/1960,Female,Normal,South,121400,3.7,39,28/10/1982,9,24/10/2021,Cashier,6h,Shiftworkers,D,West,Ewallet,Home,2,24/04/2021 00:00,1,13/03/2021 00:00,Giveaways
36,511.8,5.8,0,72,16/07/1950,Male,Normal,North,191700,467.8,38,21/09/1983,7,10/12/2021,Cashier,6h,Full-time,C,East,Credit card,Young Adult,3,24/08/2021 00:00,3,03/08/2021 00:00,Online Promotion
25,940.9,6.6,0,61,29/12/1960,Male,Normal,East,300300,11.3,21,13/09/2000,5,13/02/2021,Cashier,12h,Part-time,B,North,Credit card,Kids,1,01/01/2022 00:00,4,25/12/2021 00:00,Free Gift with Purchase
25,750.2,5.8,1,70,09/12/1951,Female,Normal,East,951800,199.9,20,06/07/2002,11,25/08/2021,Cashier,6h,Part-time,E,South,Cash,Kids,3,25/07/2021 00:00,2,30/05/2021 00:00,Sales Promotion
67,360.8,7.3,0,67,23/09/1954,Female,Normal,West,159700,170,21,03/10/2000,10,12/09/2021,Cashier,12h,Fixed term,D,West,Ewallet,Activewear,1,09/02/2021 00:00,1,12/01/2021 00:00,Sales Promotion
10,36.9,9.8,0,67,24/08/1954,Male,Member,West,159700,170,29,24/01/1993,5,15/02/2021,Cashier,12h,Full-time,D,West,Ewallet,Activewear,1,02/03/2021 00:00,1,16/02/2021 00:00,No Promotion
6,406.1,9.9,1,70,24/12/1951,Female,Normal,West,89400,40.5,39,07/04/1983,11,24/08/2021,Cashier,12h,Fixed term,B,North,Ewallet,Women,1,10/01/2021 00:00,1,03/01/2021 00:00,Free Gift with Purchase
171,984.1,7.4,1,61,16/05/1961,Male,Normal,East,2473400,326.3,38,08/05/1984,5,22/02/2021,Cashier,6h,Shiftworkers,D,West,Credit card,Kids,3,30/08/2021 00:00,3,05/07/2021 00:00,Tiered Promotions
7,43.2,2.8,1,61,10/09/1960,Male,Member,East,300300,11.3,39,07/04/1983,11,24/08/2021,Cashier,12h,Fixed term,B,North,Cash,Kids,3,19/08/2021 00:00,3,29/07/2021 00:00,Discount Promotions
32,850,8.1,0,57,03/04/1965,Female,Member,South,121400,3.7,20,01/02/2002,10,09/09/2021,Cashier,12h,Shiftworkers,A,East,Ewallet,Women,2,25/06/2021 00:00,2,04/06/2021 00:00,Free Gift with Purchase
138,964.2,2.5,1,63,21/08/1958,Male,Member,South,139200,20.2,18,17/12/2003,4,15/03/2022,Cashier,12h,Fixed term,E,South,Cash,Young Adult,2,24/06/2021 00:00,2,10/06/2021 00:00,Giveaways
55,243.3,6.8,1,66,02/09/1955,Female,Normal,South,139200,20.2,38,16/10/1983,3,25/04/2021,Cashier,6h,Part-time,C,East,Cash,Men,2,06/06/2021 00:00,2,18/04/2021 00:00,Giveaways
42,802,2.1,0,57,15/03/1965,Female,Member,North,191700,467.8,23,29/10/1998,4,16/03/2021,Cashier,6h,Fixed term,A,East,Ewallet,Women,4,12/10/2021 00:00,3,14/09/2021 00:00,Sales Promotion
46,197.8,6.5,1,63,17/08/1958,Male,Member,East,951800,199.9,37,27/02/1985,10,17/09/2021,Cashier,12h,Full-time,B,North,Ewallet,Kids,2,18/05/2021 00:00,2,04/05/2021 00:00,Giveaways
177,598.5,8,0,70,02/07/1952,Male,Normal,East,2473400,326.3,21,03/10/2000,10,12/09/2021,Cashier,12h,Fixed term,D,West,Cash,Women,1,01/01/2022 00:00,4,27/11/2021 00:00,Sales Promotion
33,325.1,8.2,0,69,17/10/1952,Male,Normal,North,1137100,723.4,33,04/07/1989,5,20/02/2021,Cashier,6h,Full-time,E,South,Ewallet,Sale,1,26/01/2022 00:00,4,08/12/2021 00:00,Tiered Promotions
7,805.5,5.2,0,59,21/04/1963,Male,Member,North,146900,350.1,21,22/11/2000,3,04/05/2022,Cashier,12h,Full-time,D,West,Cash,Activewear,3,11/08/2021 00:00,2,16/06/2021 00:00,Sales Promotion
85,621.3,6.9,1,65,24/09/1956,Male,Member,East,951800,199.9,28,09/05/1994,1,24/06/2021,Cashier,6h,Part-time,A,East,Ewallet,Designer,3,08/08/2021 00:00,2,27/06/2021 00:00,No Promotion
6,950.9,5.6,0,57,29/12/1964,Female,Member,North,146900,350.1,35,12/11/1986,5,22/02/2021,Cashier,12h,Fixed term,B,North,Cash,Women,3,08/09/2021 00:00,3,04/08/2021 00:00,Free Gift with Purchase
23,385.6,2.5,1,71,02/02/1951,Female,Normal,West,428000,382,20,03/05/2002,11,31/08/2021,Cashier,6h,Shiftworkers,B,North,Ewallet,Kids,1,02/02/2021 00:00,1,12/01/2021 00:00,Free Gift with Purchase
33,711.6,2.9,1,67,11/12/1954,Female,Normal,North,191700,467.8,36,28/03/1986,4,31/03/2021,Cashier,12h,Full-time,D,West,Ewallet,Women,3,27/08/2021 00:00,3,02/07/2021 00:00,Free Gift with Purchase
141,438.3,6.1,0,60,26/06/1962,Female,Normal,West,159700,170,21,29/01/2001,6,30/01/2021,Cashier,12h,Part-time,C,East,Cash,Designer,3,02/07/2021 00:00,2,21/05/2021 00:00,Sales Promotion
36,78.5,5.7,1,60,31/01/1962,Male,Normal,East,951800,199.9,21,18/12/2000,0,28/07/2021,Cashier,12h,Shiftworkers,A,East,Cash,Beauty,4,21/11/2021 00:00,4,31/10/2021 00:00,Giveaways
12,25.5,4.6,0,63,19/03/1959,Female,Normal,North,1137100,723.4,27,11/09/1994,4,02/04/2022,Cashier,6h,Part-time,A,East,Credit card,Young Adult,2,09/06/2021 00:00,2,21/04/2021 00:00,No Promotion
152,703.2,3.9,0,59,01/05/1963,Female,Normal,West,249100,71.3,18,13/12/2003,3,12/04/2022,Cashier,12h,Full-time,E,South,Cash,Beauty,4,21/10/2021 00:00,4,07/10/2021 00:00,Giveaways
78,582.5,7.9,0,69,20/09/1952,Male,Normal,North,191700,467.8,20,08/05/2002,5,06/03/2022,Cashier,12h,Full-time,D,West,Cash,Women,4,06/11/2021 00:00,4,02/10/2021 00:00,Giveaways
142,249.7,6.1,1,67,29/03/1955,Female,Member,West,428000,382,37,10/09/1984,2,17/05/2022,Cashier,6h,Fixed term,A,East,Credit card,Women,4,08/11/2021 00:00,4,18/10/2021 00:00,Online Promotion
82,427.5,2.4,1,70,11/07/1952,Female,Member,South,139200,20.2,30,08/01/1992,3,12/04/2021,Cashier,12h,Full-time,B,North,Credit card,Women,1,13/02/2021 00:00,1,16/01/2021 00:00,No Promotion
101,371.5,7.8,0,70,11/05/1952,Male,Member,East,300300,11.3,29,06/06/1993,11,04/09/2021,Cashier,6h,Part-time,B,North,Cash,Kids,4,13/11/2021 00:00,4,23/10/2021 00:00,Free Gift with Purchase
70,54.2,2.2,0,53,17/04/1969,Female,Member,West,89400,40.5,22,26/10/1999,4,24/03/2022,Cashier,12h,Shiftworkers,E,South,Cash,Sale,1,23/03/2021 00:00,1,09/02/2021 00:00,Online Promotion
29,345.6,9.9,0,64,24/08/1957,Female,Member,North,146900,350.1,22,26/06/2000,6,22/01/2022,Cashier,12h,Shiftworkers,C,East,Cash,Beauty,3,07/09/2021 00:00,3,03/08/2021 00:00,Tiered Promotions
85,707.5,5.7,1,53,22/12/1968,Female,Normal,North,1137100,723.4,19,04/04/2003,2,27/05/2021,Cashier,6h,Part-time,D,West,Ewallet,Kids,4,13/10/2021 00:00,3,25/08/2021 00:00,No Promotion
86,268.7,1.8,0,68,19/12/1953,Male,Normal,North,1137100,723.4,29,09/08/1992,5,17/02/2021,Cashier,6h,Shiftworkers,E,South,Credit card,Home,2,15/05/2021 00:00,2,10/04/2021 00:00,No Promotion
177,134.3,4,0,55,21/02/1967,Female,Member,West,159700,170,29,25/10/1992,4,14/03/2022,Cashier,6h,Shiftworkers,A,East,Ewallet,Home,4,28/11/2021 00:00,4,03/10/2021 00:00,Tiered Promotions
75,188.5,6.7,1,63,26/01/1959,Female,Normal,North,146900,350.1,20,28/03/2002,2,14/05/2021,Cashier,12h,Full-time,B,North,Cash,Beauty,1,06/02/2021 00:00,1,16/01/2021 00:00,No Promotion
3,437.4,1.1,0,54,23/06/1968,Male,Member,West,249100,71.3,23,12/11/1998,0,08/08/2021,Cashier,12h,Fixed term,E,South,Ewallet,Women,3,13/08/2021 00:00,3,09/07/2021 00:00,Tiered Promotions
